,params,firstChar,included
16380,63732,6,True
16381,1913,1,True
16382,3079,3,True
16383,8219,8,True
16384,2511,2,True
16385,63141,6,True
16386,5469,5,True
16387,1291,1,True
16388,1386,1,True
16389,44758,4,True
16390,5594,5,True
16391,2982,2,True
16392,185100,1,True
16393,4536,4,True
16394,8091,8,True
16395,142,1,True
16396,1856,1,True
16397,8129,8,True
16398,1940,1,True
16399,2635,2,True
16400,30862,3,True
16401,10891,1,True
16402,25005,2,True
16403,8092,8,True
16404,11101,1,True
16405,7852,7,True
16406,396,3,True
16407,1002,1,True
16408,3556,3,True
16409,940,9,True
16410,1898,1,True
16411,1799,1,True
16412,4970,4,True
16413,2209,2,True
16414,942,9,True
16415,6096,6,True
16416,337,3,True
16417,1685,1,True
16418,5297,5,True
16419,295,2,True
16420,13606,1,True
16421,4697,4,True
16422,10070,1,True
16423,10202,1,True
16424,27258,2,True
16425,1343,1,True
16426,704,7,True
16427,1930,1,True
16428,2267,2,True
16429,193,1,True
16430,676640,6,True
16431,675,6,True
16432,606,6,True
16433,7928,7,True
16434,295,2,True
16435,6471,6,True
16436,10922,1,True
16437,448,4,True
16438,208,2,True
16439,1213,1,True
16440,2933,2,True
16441,707,7,True
16442,28054,2,True
16443,550,5,True
16444,2085,2,True
16445,2377,2,True
16446,5470,5,True
16447,23396,2,True
16448,4538,4,True
16449,6693,6,True
16450,105209,1,True
16451,605473,6,True
16452,3164,3,True
16453,1051,1,True
16454,1960,1,True
16455,1395,1,True
16456,7551,7,True
16457,2854,2,True
16458,811,8,True
16459,3148,3,True
16460,156,1,True
16461,1489,1,True
16462,232,2,True
16463,5494,5,True
16464,5181,5,True
16465,27751,2,True
16466,1083,1,True
16467,3350,3,True
16468,3822,3,True
16469,687,6,True
16470,119,1,True
16471,700,7,True
16472,9950,9,True
16473,255,2,True
16474,234,2,True
16475,2491,2,True
16476,2132,2,True
16477,608,6,True
16478,608,6,True
16479,6430,6,True
16480,1861,1,True
16481,1454,1,True
16482,693,6,True
16483,2049,2,True
16484,634,6,True
16485,4168,4,True
16486,11391,1,True
16487,1256,1,True
16488,7826,7,True
16489,677,6,True
16490,367,3,True
16491,11765,1,True
16492,1112,1,True
16493,1512,1,True
16494,402,4,True
16495,1785,1,True
16496,7520,7,True
16497,316,3,True
16498,814,8,True
16499,5539,5,True
16500,4341,4,True
16501,612,6,True
16502,1253,1,True
16503,1287,1,True
16504,863,8,True
16505,350,3,True
16506,251,2,True
16507,462,4,True
16508,94,9,True
16509,7318,7,True
16510,932,9,True
16511,4694,4,True
16512,17297,1,True
16513,910,9,True
16514,20149,2,True
16515,7253,7,True
16516,94,9,True
16517,213,2,True
16518,4430,4,True
16519,39724,3,True
16520,1291,1,True
16521,12859,1,True
16522,2947,2,True
16523,1353,1,True
16524,2391,2,True
16525,3104,3,True
16526,4985,4,True
16527,1693,1,True
16528,2142,2,True
16529,17595,1,True
16530,27369,2,True
16531,579,5,True
16532,328,3,True
16533,592,5,True
16534,1820,1,True
16535,6654,6,True
16536,2195,2,True
16537,964,9,True
16538,1336,1,True
16539,2269,2,True
16540,1357,1,True
16541,3997,3,True
16542,347,3,True
16543,545,5,True
16544,1613,1,True
16545,4510,4,True
16546,874,8,True
16547,723,7,True
16548,1210,1,True
16549,18533,1,True
16550,2294,2,True
16551,3636,3,True
16552,10546,1,True
16553,330,3,True
16554,134,1,True
16555,1484,1,True
16556,2125,2,True
16557,912,9,True
16558,610,6,True
16559,427,4,True
16560,1419,1,True
16561,4188,4,True
16562,2106,2,True
16563,2236,2,True
16564,2534,2,True
16565,10316,1,True
16566,2189,2,True
16567,4500,4,True
16568,1583,1,True
16569,352,3,True
16570,7876,7,True
16571,988,9,True
16572,2607,2,True
16573,278,2,True
16574,289,2,True
16575,328,3,True
16576,2764,2,True
16577,117180,1,True
16578,225,2,True
16579,15737,1,True
16580,154,1,True
16581,715,7,True
16582,17526,1,True
16583,7477,7,True
16584,507,5,True
16585,1759,1,True
16586,2944,2,True
16587,19685,1,True
16588,84253,8,True
16589,331,3,True
16590,6460,6,True
16591,1164,1,True
16592,11954,1,True
16593,4289,4,True
16594,23284,2,True
16595,1466,1,True
16596,189392,1,True
16597,1134,1,True
16598,693,6,True
16599,2081,2,True
16600,280,2,True
16601,10448,1,True
16602,19123,1,True
16603,415,4,True
16604,1981,1,True
16605,1302,1,True
16606,550,5,True
16607,656,6,True
16608,246,2,True
16609,2237,2,True
16610,4496,4,True
16611,1125,1,True
16612,465,4,True
16613,150,1,True
16614,8754,8,True
16615,1791,1,True
16616,1236,1,True
16617,3612,3,True
16618,380085,3,True
16619,976,9,True
16620,1259,1,True
16621,820,8,True
16622,12155,1,True
16623,5429,5,True
16624,2867,2,True
16625,1044,1,True
16626,786386,7,True
16627,180,1,True
16628,417,4,True
16629,439,4,True
16630,11520,1,True
16631,222,2,True
16632,713,7,True
16633,1647,1,True
16634,20258,2,True
16635,3008,3,True
16636,3671,3,True
16637,445,4,True
16638,1216,1,True
16639,1544,1,True
16640,649,6,True
16641,227,2,True
16642,398,3,True
16643,1727,1,True
16644,1637,1,True
16645,8439,8,True
16646,17672,1,True
16647,1665,1,True
16648,348,3,True
16649,70872,7,True
16650,534,5,True
16651,2058,2,True
16652,400,4,True
16653,676,6,True
16654,110110,1,True
16655,769,7,True
16656,49878,4,True
16657,442,4,True
16658,3110,3,True
16659,12530,1,True
16660,18176,1,True
16661,377,3,True
16662,9654,9,True
16663,1322,1,True
16664,4494,4,True
16665,17799,1,True
16666,1514,1,True
16667,23332,2,True
16668,209,2,True
16669,987,9,True
16670,1426,1,True
16671,2045,2,True
16672,1204,1,True
16673,2604,2,True
16674,1346,1,True
16675,24494,2,True
16676,697,6,True
16677,3127,3,True
16678,210,2,True
16679,354,3,True
16680,1670,1,True
16681,395,3,True
16682,361,3,True
16683,927,9,True
16684,1456,1,True
16685,2393,2,True
16686,996,9,True
16687,450,4,True
16688,10639,1,True
16689,1228,1,True
16690,10528,1,True
16691,452,4,True
16692,1323,1,True
16693,12656,1,True
16694,1716,1,True
16695,5496,5,True
16696,1390,1,True
16697,1784,1,True
16698,5320,5,True
16699,3016,3,True
16700,76,7,True
16701,302,3,True
16702,5643,5,True
16703,856,8,True
16704,16148,1,True
16705,907,9,True
16706,547,5,True
16707,8466,8,True
16708,6163,6,True
16709,180,1,True
16710,920,9,True
16711,3967,3,True
16712,1824,1,True
16713,215,2,True
16714,8940,8,True
16715,957,9,True
16716,176859,1,True
16717,18837,1,True
16718,1560,1,True
16719,74656,7,True
16720,494,4,True
16721,395,3,True
16722,7784,7,True
16723,1984,1,True
16724,452,4,True
16725,495,4,True
16726,1891,1,True
16727,4847,4,True
16728,3855,3,True
16729,10501,1,True
16730,715,7,True
16731,36169,3,True
16732,6011,6,True
16733,375,3,True
16734,510,5,True
16735,247,2,True
16736,2692,2,True
16737,1215,1,True
16738,3702,3,True
16739,351,3,True
16740,1351,1,True
16741,5629,5,True
16742,753,7,True
16743,843,8,True
16744,2281,2,True
16745,257,2,True
16746,3622,3,True
16747,14530,1,True
16748,224,2,True
16749,161,1,True
16750,231,2,True
16751,5325,5,True
16752,129209,1,True
16753,6668,6,True
16754,328,3,True
16755,4237,4,True
16756,3053,3,True
16757,45318,4,True
16758,64422,6,True
16759,859,8,True
16760,5695,5,True
16761,5777,5,True
16762,977,9,True
16763,2675,2,True
16764,338,3,True
16765,1811,1,True
16766,260,2,True
16767,1087,1,True
16768,6510,6,True
16769,669,6,True
16770,1023,1,True
16771,1312,1,True
16772,426,4,True
16773,500,5,True
16774,15687,1,True
16775,3709,3,True
16776,1896,1,True
16777,3360,3,True
16778,871,8,True
16779,1253,1,True
16780,1281,1,True
16781,29931,2,True
16782,7920,7,True
16783,3503,3,True
16784,975,9,True
16785,10915,1,True
16786,3769,3,True
16787,931,9,True
16788,4313,4,True
16789,208,2,True
16790,766,7,True
16791,4631,4,True
16792,86680,8,True
16793,24974,2,True
16794,1514,1,True
16795,629,6,True
16796,3936,3,True
16797,3868,3,True
16798,4211,4,True
16799,2921,2,True
16800,2182,2,True
16801,9066,9,True
16802,673,6,True
16803,58431,5,True
16804,18110,1,True
16805,195,1,True
16806,863,8,True
16807,2147,2,True
16808,39663,3,True
16809,30808,3,True
16810,1493,1,True
16811,20981,2,True
16812,287439,2,True
16813,142,1,True
16814,1873,1,True
16815,26253,2,True
16816,224,2,True
16817,1204,1,True
16818,3484,3,True
16819,307,3,True
16820,303,3,True
16821,3920,3,True
16822,3312,3,True
16823,345,3,True
16824,797,7,True
16825,217,2,True
16826,856,8,True
16827,6686,6,True
16828,1591,1,True
16829,1065,1,True
16830,701,7,True
16831,317,3,True
16832,933,9,True
16833,12920,1,True
16834,7084,7,True
16835,6474,6,True
16836,727,7,True
16837,147,1,True
16838,606,6,True
16839,1270,1,True
16840,2375,2,True
16841,1074,1,True
16842,7136,7,True
16843,1299542,1,True
16844,2454,2,True
16845,1703,1,True
16846,300,3,True
16847,957,9,True
16848,7772,7,True
16849,104,1,True
16850,340,3,True
16851,6523,6,True
16852,3365,3,True
16853,30938,3,True
16854,1845,1,True
16855,2344,2,True
16856,385,3,True
16857,36677,3,True
16858,24128,2,True
16859,122830,1,True
16860,4140,4,True
16861,634,6,True
16862,48289,4,True
16863,702,7,True
16864,430,4,True
16865,4581,4,True
16866,5530,5,True
16867,288,2,True
16868,17836,1,True
16869,3607,3,True
16870,3693,3,True
16871,218,2,True
16872,444,4,True
16873,113,1,True
16874,50,5,True
16875,17548,1,True
16876,114,1,True
16877,3349,3,True
16878,163,1,True
16879,1875,1,True
16880,805,8,True
16881,3779,3,True
16882,14163,1,True
16883,36472,3,True
16884,3651,3,True
16885,27185,2,True
16886,2707,2,True
16887,967,9,True
16888,2220,2,True
16889,3845,3,True
16890,633,6,True
16891,571,5,True
16892,962,9,True
16893,627,6,True
16894,4625,4,True
16895,2363,2,True
16896,2597,2,True
16897,1426,1,True
16898,72424,7,True
16899,122,1,True
16900,5845,5,True
16901,299,2,True
16902,10795,1,True
16903,3612,3,True
16904,1800,1,True
16905,2899,2,True
16906,9917,9,True
16907,1277,1,True
16908,2939,2,True
16909,1412,1,True
16910,620456,6,True
16911,6661,6,True
16912,178,1,True
16913,1511,1,True
16914,430,4,True
16915,676,6,True
16916,19795,1,True
16917,1459,1,True
16918,152,1,True
16919,53352,5,True
16920,379,3,True
16921,920,9,True
16922,368,3,True
16923,5843,5,True
16924,1057,1,True
16925,3705,3,True
16926,6422,6,True
16927,8416,8,True
16928,4821,4,True
16929,602,6,True
16930,26742,2,True
16931,3542,3,True
16932,1252,1,True
16933,6539,6,True
16934,279,2,True
16935,2581,2,True
16936,1442,1,True
16937,1148,1,True
16938,7643,7,True
16939,70202,7,True
16940,3066,3,True
16941,413,4,True
16942,14018,1,True
16943,15647,1,True
16944,225,2,True
16945,7662,7,True
16946,727577,7,True
16947,1443,1,True
16948,1250,1,True
16949,11305,1,True
16950,12618,1,True
16951,2938,2,True
16952,34106,3,True
16953,3538,3,True
16954,102413,1,True
16955,2004,2,True
16956,725,7,True
16957,447,4,True
16958,955,9,True
16959,1660,1,True
16960,16518,1,True
16961,10160,1,True
16962,394,3,True
16963,56148,5,True
16964,1847,1,True
16965,3397,3,True
16966,222013,2,True
16967,757,7,True
16968,868,8,True
16969,310,3,True
16970,15136,1,True
16971,50891,5,True
16972,2200,2,True
16973,990,9,True
16974,5369,5,True
16975,5126,5,True
16976,6311,6,True
16977,11344,1,True
16978,2986,2,True
16979,1030,1,True
16980,276,2,True
16981,1721,1,True
16982,1967,1,True
16983,398,3,True
16984,7472,7,True
16985,289,2,True
16986,265,2,True
16987,469,4,True
16988,252,2,True
16989,1232,1,True
16990,612,6,True
16991,8570,8,True
16992,8872,8,True
16993,385,3,True
16994,163351,1,True
16995,3173,3,True
16996,1600,1,True
16997,1373,1,True
16998,2865,2,True
16999,305,3,True
17000,1379,1,True
17001,51098,5,True
17002,364,3,True
17003,25553,2,True
17004,2177,2,True
17005,446,4,True
17006,4307,4,True
17007,548,5,True
17008,14299,1,True
17009,1087,1,True
17010,1152,1,True
17011,6014,6,True
17012,1351,1,True
17013,443,4,True
17014,662,6,True
17015,2157,2,True
17016,2461,2,True
17017,498,4,True
17018,3171,3,True
17019,40811,4,True
17020,2928,2,True
17021,1862,1,True
17022,592,5,True
17023,790,7,True
17024,26026,2,True
17025,65289,6,True
17026,1031,1,True
17027,2497,2,True
17028,1575,1,True
17029,618,6,True
17030,1519,1,True
17031,568,5,True
17032,257,2,True
17033,4550,4,True
17034,8082,8,True
17035,271,2,True
17036,354,3,True
17037,2354,2,True
17038,7960,7,True
17039,1036,1,True
17040,7639,7,True
17041,11648,1,True
17042,3199,3,True
17043,14367,1,True
17044,13588,1,True
17045,3879,3,True
17046,1387,1,True
17047,12250,1,True
17048,3001,3,True
17049,438,4,True
17050,531,5,True
17051,9336,9,True
17052,16996,1,True
17053,1133,1,True
17054,732,7,True
17055,8943,8,True
17056,738,7,True
17057,7153,7,True
17058,1121,1,True
17059,1138,1,True
17060,1770,1,True
17061,3311,3,True
17062,9022,9,True
17063,1828,1,True
17064,3017,3,True
17065,13753,1,True
17066,2502,2,True
17067,2257926,2,True
17068,423,4,True
17069,2717,2,True
17070,1749,1,True
17071,4384,4,True
17072,2178,2,True
17073,1816,1,True
17074,14865,1,True
17075,4612,4,True
17076,2132,2,True
17077,38087,3,True
17078,38996,3,True
17079,3164,3,True
17080,14232,1,True
17081,326,3,True
17082,2137,2,True
17083,39,3,True
17084,577,5,True
17085,343,3,True
17086,8992,8,True
17087,681,6,True
17088,1909,1,True
17089,430,4,True
17090,997,9,True
17091,6331,6,True
17092,1253,1,True
17093,377,3,True
17094,205541,2,True
17095,2166,2,True
17096,1701,1,True
17097,9870,9,True
17098,4342,4,True
17099,14435,1,True
17100,1088,1,True
17101,1470,1,True
17102,7325,7,True
17103,422,4,True
17104,1869,1,True
17105,7254,7,True
17106,957,9,True
17107,954,9,True
17108,1676,1,True
17109,185,1,True
17110,2135,2,True
17111,2562,2,True
17112,984,9,True
17113,5986,5,True
17114,4390,4,True
17115,2615,2,True
17116,3527,3,True
17117,3318,3,True
17118,13891,1,True
17119,8946,8,True
17120,6435,6,True
17121,40055,4,True
17122,2520,2,True
17123,1361,1,True
17124,1166,1,True
17125,526,5,True
17126,3290,3,True
17127,710,7,True
17128,307,3,True
17129,7284,7,True
17130,1819,1,True
17131,5299,5,True
17132,22828,2,True
17133,12176,1,True
17134,119512,1,True
17135,24591,2,True
17136,8695,8,True
17137,1941,1,True
17138,132,1,True
17139,420,4,True
17140,953,9,True
17141,507,5,True
17142,2223,2,True
17143,745,7,True
17144,1793,1,True
17145,4485,4,True
17146,233,2,True
17147,28543,2,True
17148,1428,1,True
17149,5948,5,True
17150,691,6,True
17151,7133,7,True
17152,6445,6,True
17153,4741,4,True
17154,1847,1,True
17155,4039,4,True
17156,4821,4,True
17157,461,4,True
17158,512,5,True
17159,8139,8,True
17160,28980,2,True
17161,1009,1,True
17162,321,3,True
17163,1346,1,True
17164,1019,1,True
17165,917,9,True
17166,137,1,True
17167,11467,1,True
17168,398,3,True
17169,4889,4,True
17170,14194,1,True
17171,8815,8,True
17172,7821,7,True
17173,36236,3,True
17174,34191,3,True
17175,226124,2,True
17176,265,2,True
17177,1231,1,True
17178,1442,1,True
17179,434,4,True
17180,196,1,True
17181,357,3,True
17182,71722,7,True
17183,357,3,True
17184,26233,2,True
17185,553,5,True
17186,559,5,True
17187,202,2,True
17188,2173,2,True
17189,11020,1,True
17190,344,3,True
17191,12465,1,True
17192,105170,1,True
17193,1225,1,True
17194,8323,8,True
17195,1467,1,True
17196,645,6,True
17197,4832,4,True
17198,2098,2,True
17199,1012,1,True
17200,512,5,True
17201,25797,2,True
17202,5741,5,True
17203,1634,1,True
17204,14503,1,True
17205,429,4,True
17206,6155,6,True
17207,3177,3,True
17208,14238,1,True
17209,1672,1,True
17210,803,8,True
17211,883,8,True
17212,566,5,True
17213,1549,1,True
17214,78038,7,True
17215,613,6,True
17216,1683,1,True
17217,1171,1,True
17218,5603,5,True
17219,1231,1,True
17220,29,2,True
17221,667,6,True
17222,589,5,True
17223,2055,2,True
17224,225859,2,True
17225,5213,5,True
17226,259,2,True
17227,34594,3,True
17228,5502,5,True
17229,10672,1,True
17230,2518,2,True
17231,2895,2,True
17232,3351,3,True
17233,132225,1,True
17234,1631,1,True
17235,4910,4,True
17236,127672,1,True
17237,814,8,True
17238,1223,1,True
17239,4339,4,True
17240,1283,1,True
17241,2329,2,True
17242,303,3,True
17243,3724,3,True
17244,47341,4,True
17245,6375,6,True
17246,7485,7,True
17247,1915,1,True
17248,106,1,True
17249,1173,1,True
17250,5746,5,True
17251,249,2,True
17252,24091,2,True
17253,2491,2,True
17254,1182,1,True
17255,2263,2,True
17256,668,6,True
17257,5246,5,True
17258,1054,1,True
17259,956,9,True
17260,617,6,True
17261,1899,1,True
17262,6377,6,True
17263,247,2,True
17264,4549,4,True
17265,150,1,True
17266,2151,2,True
17267,1483,1,True
17268,15401,1,True
17269,1435,1,True
17270,2628,2,True
17271,161,1,True
17272,826,8,True
17273,133509,1,True
17274,6538,6,True
17275,582,5,True
17276,108668,1,True
17277,18124,1,True
17278,299,2,True
17279,410,4,True
17280,451,4,True
17281,757,7,True
17282,763,7,True
17283,133,1,True
17284,109,1,True
17285,418,4,True
17286,5220,5,True
17287,16862,1,True
17288,257,2,True
17289,68990,6,True
17290,74853,7,True
17291,104,1,True
17292,237,2,True
17293,6490,6,True
17294,2913,2,True
17295,600,6,True
17296,1437,1,True
17297,196,1,True
17298,214,2,True
17299,511,5,True
17300,345,3,True
17301,4385,4,True
17302,1739,1,True
17303,950,9,True
17304,745,7,True
17305,345,3,True
17306,546,5,True
17307,15245,1,True
17308,2729,2,True
17309,1645,1,True
17310,4247,4,True
17311,169,1,True
17312,1187,1,True
17313,620,6,True
17314,15342,1,True
17315,55,5,True
17316,958,9,True
17317,33175,3,True
17318,1373,1,True
17319,2451,2,True
17320,4016,4,True
17321,1869,1,True
17322,211,2,True
17323,7602,7,True
17324,317,3,True
17325,16053,1,True
17326,3467,3,True
17327,820,8,True
17328,1242,1,True
17329,563,5,True
17330,4775,4,True
17331,55867,5,True
17332,561,5,True
17333,621,6,True
17334,791,7,True
17335,1067,1,True
17336,297,2,True
17337,723,7,True
17338,1037,1,True
17339,1032,1,True
17340,2246,2,True
17341,919,9,True
17342,59,5,True
17343,514,5,True
17344,2284,2,True
17345,3206,3,True
17346,2973,2,True
17347,477,4,True
17348,568,5,True
17349,320,3,True
17350,793,7,True
17351,274,2,True
17352,2120,2,True
17353,66010,6,True
17354,132,1,True
17355,1022,1,True
17356,1516,1,True
17357,3045,3,True
17358,266,2,True
17359,655,6,True
17360,3488,3,True
17361,463,4,True
17362,513,5,True
17363,111,1,True
17364,2495,2,True
17365,100810,1,True
17366,895,8,True
17367,413,4,True
17368,1812,1,True
17369,2345,2,True
17370,3256,3,True
17371,2091,2,True
17372,983,9,True
17373,1451,1,True
17374,199,1,True
17375,19616,1,True
17376,1395,1,True
17377,479,4,True
17378,1155,1,True
17379,2383,2,True
17380,3997,3,True
17381,1269,1,True
17382,1216,1,True
17383,277,2,True
17384,5034,5,True
17385,18459,1,True
17386,386,3,True
17387,2085,2,True
17388,2728,2,True
17389,1259,1,True
17390,5638,5,True
17391,17213,1,True
17392,2425,2,True
17393,2411,2,True
17394,2415,2,True
17395,529,5,True
17396,25756,2,True
17397,3046,3,True
17398,145789,1,True
17399,487,4,True
17400,1530,1,True
17401,724,7,True
17402,86341,8,True
17403,7617,7,True
17404,218,2,True
17405,680,6,True
17406,7782,7,True
17407,1683,1,True
17408,234,2,True
17409,1193,1,True
17410,8450,8,True
17411,1232,1,True
17412,779,7,True
17413,79,7,True
17414,42696,4,True
17415,66231,6,True
17416,4464,4,True
17417,601,6,True
17418,2105,2,True
17419,859,8,True
17420,878,8,True
17421,3530,3,True
17422,4696,4,True
17423,1515,1,True
17424,21390,2,True
17425,273613,2,True
17426,1408,1,True
17427,9778,9,True
17428,371,3,True
17429,992,9,True
17430,965,9,True
17431,663,6,True
17432,711,7,True
17433,506,5,True
17434,1315,1,True
17435,3905,3,True
17436,56694,5,True
17437,5318,5,True
17438,16450,1,True
17439,11489,1,True
17440,12525,1,True
17441,3507,3,True
17442,556,5,True
17443,3687,3,True
17444,2370,2,True
17445,2136,2,True
17446,144,1,True
17447,330,3,True
17448,4514,4,True
17449,2776,2,True
17450,4699,4,True
17451,4268,4,True
17452,6518,6,True
17453,5636,5,True
17454,267,2,True
17455,9613,9,True
17456,91,9,True
17457,132,1,True
17458,2437,2,True
17459,1541,1,True
17460,1429,1,True
17461,40,4,True
17462,344,3,True
17463,2216,2,True
17464,1940,1,True
17465,1847,1,True
17466,2565,2,True
17467,744,7,True
17468,1139,1,True
17469,228,2,True
17470,9392,9,True
17471,904,9,True
17472,10205,1,True
17473,920,9,True
17474,2661,2,True
17475,338,3,True
17476,3086,3,True
17477,3226,3,True
17478,404,4,True
17479,1067,1,True
17480,994,9,True
17481,103201,1,True
17482,322,3,True
17483,8214,8,True
17484,330,3,True
17485,13532,1,True
17486,3594,3,True
17487,1023,1,True
17488,5656,5,True
17489,14057,1,True
17490,2134,2,True
17491,854,8,True
17492,823,8,True
17493,7051,7,True
17494,445,4,True
17495,5060,5,True
17496,236,2,True
17497,974,9,True
17498,10522,1,True
17499,12169,1,True
17500,595,5,True
17501,314,3,True
17502,5921,5,True
17503,9846,9,True
17504,1106,1,True
17505,36791,3,True
17506,106,1,True
17507,1126,1,True
17508,1461,1,True
17509,11335,1,True
17510,3897,3,True
17511,509,5,True
17512,1246,1,True
17513,1319,1,True
17514,492,4,True
17515,513,5,True
17516,33962,3,True
17517,237,2,True
17518,476,4,True
17519,1400,1,True
17520,117,1,True
17521,105424,1,True
17522,88,8,True
17523,56716,5,True
17524,693,6,True
17525,9598,9,True
17526,576,5,True
17527,1451,1,True
17528,1047,1,True
17529,5295,5,True
17530,1644,1,True
17531,19330,1,True
17532,444,4,True
17533,20783,2,True
17534,2156,2,True
17535,967,9,True
17536,1001,1,True
17537,2042,2,True
17538,92149,9,True
17539,1373668,1,True
17540,2327,2,True
17541,25365,2,True
17542,449,4,True
17543,4402,4,True
17544,986,9,True
17545,191,1,True
17546,7950,7,True
17547,34534,3,True
17548,510,5,True
17549,53205,5,True
17550,303,3,True
17551,690,6,True
17552,2483,2,True
17553,4249,4,True
17554,1003,1,True
17555,945,9,True
17556,11879,1,True
17557,3155,3,True
17558,887,8,True
17559,32160,3,True
17560,2747,2,True
17561,426,4,True
17562,287,2,True
17563,705,7,True
17564,11480,1,True
17565,1455,1,True
17566,12319,1,True
17567,2378,2,True
17568,6374,6,True
17569,26843,2,True
17570,5046,5,True
17571,6251,6,True
17572,143,1,True
17573,1334,1,True
17574,2571,2,True
17575,2650,2,True
17576,2366,2,True
17577,1828,1,True
17578,3279,3,True
17579,2098,2,True
17580,2262,2,True
17581,38410,3,True
17582,1973,1,True
17583,1644,1,True
17584,7080,7,True
17585,611,6,True
17586,872,8,True
17587,5303,5,True
17588,569,5,True
17589,5918,5,True
17590,487,4,True
17591,4540,4,True
17592,482,4,True
17593,567,5,True
17594,10565,1,True
17595,32388,3,True
17596,1868,1,True
17597,1679,1,True
17598,3040,3,True
17599,1770,1,True
17600,16346,1,True
17601,27282,2,True
17602,1110,1,True
17603,370,3,True
17604,2873,2,True
17605,1658,1,True
17606,3011,3,True
17607,1674,1,True
17608,73,7,True
17609,125,1,True
17610,3223,3,True
17611,3959,3,True
17612,926,9,True
17613,19491,1,True
17614,516,5,True
17615,3052,3,True
17616,2228,2,True
17617,461,4,True
17618,17461,1,True
17619,982,9,True
17620,1801,1,True
17621,1681,1,True
17622,1901,1,True
17623,764,7,True
17624,210,2,True
17625,954,9,True
17626,81725,8,True
17627,4493,4,True
17628,15739,1,True
17629,1504,1,True
17630,4740,4,True
17631,1951,1,True
17632,739,7,True
17633,919,9,True
17634,55,5,True
17635,900,9,True
17636,3663,3,True
17637,10704,1,True
17638,3303,3,True
17639,2465,2,True
17640,585,5,True
17641,967,9,True
17642,1219,1,True
17643,16106,1,True
17644,3542,3,True
17645,211,2,True
17646,4855,4,True
17647,312,3,True
17648,60120,6,True
17649,1125,1,True
17650,19600,1,True
17651,5287,5,True
17652,37104,3,True
17653,43965,4,True
17654,312,3,True
17655,521,5,True
17656,44704,4,True
17657,2233,2,True
17658,485,4,True
17659,1309,1,True
17660,533,5,True
17661,439,4,True
17662,919,9,True
17663,1598,1,True
17664,775,7,True
17665,1293,1,True
17666,490,4,True
17667,1166,1,True
17668,939,9,True
17669,266,2,True
17670,89,8,True
17671,83,8,True
17672,687,6,True
17673,10209,1,True
17674,1033,1,True
17675,2427,2,True
17676,85,8,True
17677,319,3,True
17678,713,7,True
17679,1103,1,True
17680,2656,2,True
17681,8376,8,True
17682,2130,2,True
17683,1431,1,True
17684,4436,4,True
17685,445,4,True
17686,731,7,True
17687,1168,1,True
17688,98872,9,True
17689,445,4,True
17690,157,1,True
17691,373,3,True
17692,194,1,True
17693,18150,1,True
17694,25269,2,True
17695,16326,1,True
17696,188,1,True
17697,1108,1,True
17698,829,8,True
17699,2511,2,True
17700,2975,2,True
17701,1907,1,True
17702,896,8,True
17703,2910,2,True
17704,10799,1,True
17705,63149,6,True
17706,10714,1,True
17707,1983,1,True
17708,402,4,True
17709,1442,1,True
17710,126222,1,True
17711,1021,1,True
17712,5653,5,True
17713,2218,2,True
17714,1348,1,True
17715,793,7,True
17716,351,3,True
17717,2180,2,True
17718,24330,2,True
17719,29535,2,True
17720,27440,2,True
17721,454,4,True
17722,10613,1,True
17723,2004,2,True
17724,147,1,True
17725,664,6,True
17726,2137,2,True
17727,198,1,True
17728,794,7,True
17729,34701,3,True
17730,2721,2,True
17731,196,1,True
17732,4203,4,True
17733,246,2,True
17734,3224,3,True
17735,664,6,True
17736,1297,1,True
17737,3716,3,True
17738,736,7,True
17739,1609,1,True
17740,15613,1,True
17741,3050,3,True
17742,9166,9,True
17743,1252,1,True
17744,982,9,True
17745,361,3,True
17746,7969,7,True
17747,6484,6,True
17748,4048,4,True
17749,16543,1,True
17750,1713,1,True
17751,2080,2,True
17752,101314,1,True
17753,438,4,True
17754,4525,4,True
17755,4694,4,True
17756,3889,3,True
17757,3645,3,True
17758,451,4,True
17759,2846,2,True
17760,5446,5,True
17761,252,2,True
17762,437,4,True
17763,541,5,True
17764,926,9,True
17765,3889,3,True
17766,630,6,True
17767,2539,2,True
17768,238,2,True
17769,1633,1,True
17770,3592,3,True
17771,1392,1,True
17772,1635,1,True
17773,251,2,True
17774,1550,1,True
17775,254,2,True
17776,2281,2,True
17777,8842,8,True
17778,1107,1,True
17779,39713,3,True
17780,382,3,True
17781,5441,5,True
17782,2162,2,True
17783,673,6,True
17784,10181,1,True
17785,374,3,True
17786,203,2,True
17787,142,1,True
17788,483,4,True
17789,28542,2,True
17790,642,6,True
17791,113,1,True
17792,466,4,True
17793,943,9,True
17794,759,7,True
17795,852,8,True
17796,2650,2,True
17797,347,3,True
17798,413,4,True
17799,3292,3,True
17800,8047,8,True
17801,189,1,True
17802,44477,4,True
17803,127,1,True
17804,18900,1,True
17805,57,5,True
17806,137,1,True
17807,1594,1,True
17808,386,3,True
17809,29155,2,True
17810,363,3,True
17811,9607,9,True
17812,1113,1,True
17813,16176,1,True
17814,410,4,True
17815,463,4,True
17816,493,4,True
17817,758,7,True
17818,175,1,True
17819,28376,2,True
17820,522,5,True
17821,20146,2,True
17822,1369,1,True
17823,706,7,True
17824,286,2,True
17825,35394,3,True
17826,619,6,True
17827,3220,3,True
17828,337,3,True
